EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),ObstacleClusters
1781615876.7625024,2.203706979751587,-126.08387683857771,126.08387741052016,0.2,6.283185305579421,-4.592268368803508e-05,1.0000000007320524,5.999029668263614e-12,6.283185305580458,1781615876.706514,-4.592268368803508e-05,1.0000000007320524,6.283185305579258,1781615876.057321,1781615876.7159863,0.9759615245543249,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615876.7689893,2.2101938724517822,-126.08387684016206,126.0838774089358,0.2,6.283185305596719,0.015663651040393776,1.0000000007069145,5.999029668263614e-12,6.283185305581658,1781615876.706514,,,,,1781615876.7159863,0.9759615245543249,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615876.9701214,2.4113259315490723,-126.08387684182104,126.0838774072768,0.2,6.283185305623224,0.045547290336906424,1.0000000006596126,-4.7751062504021876e-12,6.283185305580725,1781615876.901984,,,,,1781615876.9174957,1.04861312524381,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615877.1693592,2.6105637550354004,-126.08387684916296,126.0838773999349,0.2,6.283185305642058,0.02053593505692905,1.00000000069644,3.982425758321111e-10,6.283185305682832,1781615877.1583798,0.015116701047623696,1.0000000007046994,6.283185305575631,1781615877.058876,1781615877.0996754,0.913439505945511,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615877.3703866,2.811591148376465,-126.08387685868179,126.08387739041608,0.2,6.2831853057064295,0.054446474489704605,1.0000000006443015,6.068117419000738e-10,6.283185305771563,1781615877.3046048,,,,,1781615877.3668475,0.9923313904552123,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615877.5700762,3.0112807750701904,-126.08387684097413,126.08387740812375,0.2,6.2831853056505,0.09691186633876966,1.0000000005817433,-5.808214468112621e-10,6.283185305627118,1781615877.5532959,,,,,1781615877.5583012,0.9572366680506431,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615877.7702105,3.2114150524139404,-126.08387685546425,126.0838773936336,0.2,6.283185305745462,0.14386681279957161,1.0000000005099452,4.977903133793296e-10,6.283185305725597,1781615877.7511287,,,,,1781615877.7662113,0.9292655607016863,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615877.9698386,3.411043167114258,-126.08387685867037,126.08387739042752,0.2,6.283185305788197,0.19281348378607982,1.0000000004397496,2.0880217044815955e-10,6.28318530576434,1781615877.9366727,,,,,1781615877.9477174,1.081845558700582,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615878.1703174,3.6115219593048096,-126.08387684362783,126.08387740547006,0.2,6.283185305770347,0.14680942890415027,1.000000000312454,-2.6998300700827136e-10,6.283185305704311,1781615878.1590137,0.14150639858437103,1.0000000003092377,6.2831853057563665,1781615878.063594,1781615878.1590137,1.098800335022016,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781615878.3702366,3.81144118309021,-126.0838768595903,126.08387738950756,0.2,6.283185305866698,0.1882804505729685,1.0000000002540115,7.006146076527106e-10,6.283185305835381,1781615878.3460915,,,,,1781615878.3531814,1.0057583084125026,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
