EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m)
1781790614.8939571,2.2246973514556885,-200.0,200.0,0.2,6.283185305580231,-5.899437441900008e-05,1.0000000004880008,5.849556879111116e-12,6.283185305581242,1781790614.8553302,-5.899437441900008e-05,1.0000000004880008,6.283185305580072, 1781790614.237867, 1781790614.8743804,1.075205157451833,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790614.9059894,2.236729621887207,-200.0,200.0,0.2,6.283185305580272,0.03015866867148412,1.0000000004396719,5.849556879111116e-12,6.283185305582411,1781790614.8553302,None,None,None, None, 1781790614.8743804,1.075205157451833,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790615.1067128,2.437453031539917,-200.0,200.0,0.2,6.283185305593942,0.08491272942391594,1.0000000003521028,1.283418235190868e-10,6.28318530560894,1781790615.062036,None,None,None, None, 1781790615.1007175,0.92488243926736,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790615.3073215,2.638061761856079,-200.0,200.0,0.2,6.283185305594121,0.04406831151131281,1.000000000351601,-1.0111755320157929e-10,6.283185305586219,1781790615.2867367,0.035140464786189575,1.00000000036032,6.2831853056143965, 1781790615.244683, 1781790615.337436,1.008392674910001,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790615.5126617,2.8434019088745117,-200.0,200.0,0.2,6.283185305559864,0.10156993848662194,1.0000000002604341,-4.1985465533647444e-10,6.2831853055360485,1781790615.5241983,None,None,None, None, 1781790615.4537644,1.0804751156832673,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790615.7098162,3.0405564308166504,-200.0,200.0,0.2,6.28318530549855,0.1687168933601441,1.0000000001516747,-8.102771586991653e-10,6.28318530535348,1781790615.6315472,None,None,None, None, 1781790615.6607802,1.044504476555172,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790615.9167333,3.2474734783172607,-200.0,200.0,0.2,6.283185305532474,0.23802872718889145,1.000000000035159,-9.762366417535839e-11,6.283185305328742,1781790615.8849456,None,None,None, None, 1781790615.9560826,1.044159717751122,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790616.1141593,3.444899559020996,-200.0,200.0,0.2,6.283185305584699,0.30766738517229886,0.9999999999204563,2.1734259874183934e-10,6.283185305364462,1781790616.157277,None,None,None, None, 1781790616.0492947,0.9263153237784049,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790616.3066566,3.637396812438965,-200.0,200.0,0.2,6.283185305445193,0.1688514719383665,1.0000000002148153,-6.143322898467891e-10,6.283185305253678,1781790616.3076603,0.15730442835882028,1.0000000002372724,6.283185305307622, 1781790616.257, 1781790616.2580004,0.9752410725520549,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790616.5097027,3.8404428958892822,-200.0,200.0,0.2,6.283185305468448,0.22440431950891068,1.0000000001184648,-1.992849333606899e-11,6.283185305248376,1781790616.4956636,None,None,None, None, 1781790616.4634106,0.9971987098117097,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1781790616.7069275,4.037667751312256,-200.0,200.0,0.2,6.283185305519959,0.2909732939241434,1.0000000000045561,3.5887299071331326e-10,6.283185305309668,1781790616.6664524,None,None,None, None, 1781790616.6840472,0.9897528187993925,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
