epoch_s,elapsed_s,north_m,east_m,yaw_rad,target_index,target_north_m,target_east_m,distance_to_target_m,heading_error_rad,cmd_v_m_s,cmd_w_rad_s,right_rate_rad_s,left_rate_rad_s,obstacle_distance_m
1779563354.1327813,9.762844324111938,0.23771215077680066,1.0000000002185645,-1.4981076608275353e-09,1,3.0,1.0,2.7622878492231995,1.4189831532007702e-09,0.18,1.6318306261808857e-09,-10.579909526918309,10.57990901839635,4.962287849223199
1779563354.2336626,9.863725662231445,0.24003555005518654,1.0000000002507792,-1.4987435965760406e-09,1,3.0,1.0,2.7599644499448135,1.4078804788653088e-09,0.18,1.6190625506951049e-09,-10.579909524928873,10.579909020385784,4.959964449944813
1779563354.3341866,9.964249610900879,0.243388898963785,1.000000000252976,-1.498827973525912e-09,1,3.0,1.0,2.756611101036215,1.4070571374702467e-09,0.18,1.6181157080907837e-09,-10.579909524781339,10.579909020533318,4.9566111010362155
1779563354.4350474,10.065110445022583,0.2475141945964216,1.0000000001861946,-1.4976626834392655e-09,1,3.0,1.0,2.7524858054035786,1.430016549619495e-09,0.18,1.6445190320624192e-09,-10.579909528895332,10.579909016419327,4.952485805403579
1779563354.536189,10.166252136230469,0.24906193559864612,1.0000000001640978,-1.4972896485029915e-09,1,3.0,1.0,2.7509380644013537,1.4376380086389418e-09,0.18,1.6532837099347829e-09,-10.579909530260984,10.579909015053673,4.950938064401354
1779563354.6397963,10.269859313964844,0.252675941730456,1.0000000001636782,-1.4973189583908416e-09,1,3.0,1.0,2.747324058269544,1.4377414814248368e-09,0.18,1.6534027036385623e-09,-10.579909530279526,10.579909015035133,4.947324058269544
1779563354.7405698,10.370632886886597,0.25654888421856664,1.0000000002180462,-1.498375002531865e-09,1,3.0,1.0,2.743451115781433,1.4188961117156396e-09,0.18,1.6317305284729853e-09,-10.579909526902712,10.579909018411945,4.943451115781434
1779563354.841604,10.471667051315308,0.25835508121881295,1.0000000002333196,-1.4986867531571798e-09,1,3.0,1.0,2.741644918781187,1.4135848047658328e-09,0.18,1.6256225254807075e-09,-10.579909525951003,10.579909019363656,4.941644918781187
1779563354.9428833,10.572442293167114,0.26248074528017296,1.0000000001993945,-1.4981076608275353e-09,1,3.0,1.0,2.7375192547198273,1.4252701241446175e-09,0.18,1.63906064276631e-09,-10.579909528044842,10.579909017269816,4.937519254719827
1779563355.0433557,10.673418760299683,0.265575513857756,1.0000000001460767,-1.4971910606984048e-09,1,3.0,1.0,2.734424486142244,1.4437695483593416e-09,0.18,1.6603349806132426e-09,-10.579909531359668,10.57990901395499,4.934424486142245
1779563355.1439798,10.774042844772339,0.2681565106837515,1.0000000001288796,-1.496912172674619e-09,1,3.0,1.0,2.7318434893162484,1.4497354428044673e-09,0.18,1.6671957592251372e-09,-10.579909532428667,10.57990901288599,4.931843489316249
1779563355.2463071,10.876370191574097,0.2707387455062747,1.0000000001496403,-1.4973136293203234e-09,1,3.0,1.0,2.7292612544937254,1.442485686453665e-09,0.18,1.6588585394217146e-09,-10.579909531129617,10.57990901418504,4.929261254493725
1779563355.3472621,10.977325201034546,0.27280426926305007,1.0000000001804683,-1.4979140379320407e-09,1,3.0,1.0,2.72719573073695,1.431740503932133e-09,0.18,1.6465015795219527e-09,-10.579909529204238,10.57990901611042,4.92719573073695
1779563355.4477851,11.077848196029663,0.276158384431339,1.0000000002084013,-1.4984833602990684e-09,1,3.0,1.0,2.723841615568661,1.4219732058506906e-09,0.18,1.635269186728294e-09,-10.579909527454083,10.579909017860574,4.923841615568661
1779563355.5482876,11.178350687026978,0.2777054915104668,1.0000000002001757,-1.498345692644015e-09,1,3.0,1.0,2.7222945084895334,1.4248136004368916e-09,0.18,1.6385356405024252e-09,-10.579909527963038,10.579909017351618,4.922294508489533
1779563355.6488276,11.278890609741211,0.28389563194433765,1.0000000001079143,-1.4967585178080108e-09,1,3.0,1.0,2.7161043680556625,1.4570273876302053e-09,0.18,1.675581495774736e-09,-10.579909533735277,10.57990901157938,4.916104368055662
1779563355.7497556,11.379818677902222,0.2872522567123096,1.0000000001166491,-1.4969485879898266e-09,1,3.0,1.0,2.7127477432876903,1.453948073049105e-09,0.18,1.6720402840064705e-09,-10.57990953318351,10.579909012131148,4.9127477432876905
1779563355.850658,11.48072099685669,0.28905969565707945,1.000000000141813,-1.497436197942242e-09,1,3.0,1.0,2.7109403043429205,1.445124908627804e-09,0.18,1.6618936449219745e-09,-10.579909531602528,10.57990901371213,4.910940304342921
1779563355.9512138,11.581276893615723,0.2931879794934406,1.0000000001824838,-1.4982542102667858e-09,1,3.0,1.0,2.7068120205065593,1.4308376705685077e-09,0.18,1.6454633211537837e-09,-10.579909529042464,10.579909016272195,4.9068120205065595
1779563356.0519204,11.681983470916748,0.2955085039605808,1.0000000001663194,-1.4979788749566788e-09,1,3.0,1.0,2.7044914960394193,1.4364816003364922e-09,0.18,1.6519538403869659e-09,-10.579909530053774,10.579909015260885,4.9044914960394195
1779563356.152818,11.782881021499634,0.2993770499256725,1.0000000001013094,-1.4968579937910172e-09,1,3.0,1.0,2.7006229500743277,1.459344645127203e-09,0.18,1.6782463418962833e-09,-10.579909534150497,10.579909011164162,4.900622950074328
1779563356.2536986,11.883761644363403,0.30299113034016906,1.0000000000799383,-1.4965124923857539e-09,1,3.0,1.0,2.697008869659831,1.4668728454125812e-09,0.18,1.6869037722244682e-09,-10.57990953549944,10.579909009815218,4.897008869659831
1779563356.3542821,11.984345197677612,0.30454051093433965,1.000000000093241,-1.4967709523058866e-09,1,3.0,1.0,2.6954594890656605,1.462179266553676e-09,0.18,1.681506156536727e-09,-10.579909534658418,10.57990901065624,4.895459489065661
1779563356.454912,12.084975004196167,0.3089281200693673,1.0000000001511609,-1.4979122615752013e-09,1,3.0,1.0,2.691071879930633,1.4417409488487465e-09,0.18,1.6580020911760584e-09,-10.579909530996172,10.579909014318487,4.8910718799306325
1779563356.555486,12.185549020767212,0.3107333160568254,1.0000000001559513,-1.4980206193424047e-09,1,3.0,1.0,2.6892666839431745,1.440030317212404e-09,0.18,1.6560348647942644e-09,-10.579909530689651,10.579909014625006,4.889266683943175
1779563356.6563623,12.286425352096558,0.3140852337971818,1.0000000001175324,-1.4973571500628887e-09,1,3.0,1.0,2.685914766202818,1.4535981307517432e-09,0.18,1.6716378503645045e-09,-10.579909533120805,10.579909012193854,4.885914766202818
1779563356.7573924,12.387455463409424,0.31821373908273726,1.0000000000565132,-1.4963162049550001e-09,1,3.0,1.0,2.6817862609172627,1.4752430388398352e-09,0.18,1.6965294946658104e-09,-10.579909536999255,10.579909008315402,4.881786260917263
