EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),APFMode,APFEncounter,APFSide,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),COLREGDCPA(m),COLREGTCPA(s)
1779824380.9810393,7.452617406845093,-129.9179371071468,45.18519696284593,0.2,6.054519523151386,0.48986889620722085,0.9349263472889255,-0.04550340129164004,6.037098503082007,1779824380.9466455,None,None,None, None, 1779824380.9466455,0.934564992339228,colreg_avoid,crossing_from_port,1.0,1.3107690141234203,1.0664516515758935,0.8650784975648768,0.5604002385852419,3.4729745937358256
1779824381.179445,7.6510231494903564,-130.07451668997993,44.97604352693668,0.2,6.049976601996626,0.5276335380446016,0.9261659524009538,-0.04713628333261529,6.026846171756926,1779824381.1641495,None,None,None, None, 1779824381.1510625,0.9545332615633405,side_lock_avoid,crossing_from_port,1.0,1.3449248446992805,1.0541163037700987,0.8629022967276162,0.643548056561458,25.138455919075387
1779824381.3794072,7.850985288619995,-130.82895618620313,43.96456898370916,0.2,6.016345710385635,0.4832313468065748,0.930779747071307,-0.04062284401963114,6.018427508680571,1779824381.3713892,0.4778645352036201,0.9316694461815385,5.935616349445379, 1779824381.182951, 1779824381.382411,0.9035386815304817,side_lock_avoid,crossing_from_port,1.0,1.3716607968990902,1.0665889295526947,0.8548370772778984,0.8942625064391146,0.9910342995009283
1779824381.5796998,8.051277875900269,-130.98075629589377,43.76030260516886,0.2,6.012949038203461,0.5129402893604089,0.922683237246936,-0.0441320977265734,6.011816159952007,1779824381.581813,None,None,None, None, 1779824381.5362566,1.088693687364611,colreg_avoid,crossing_from_port,1.0,1.320887387546365,1.0633562366641787,0.8468722924360776,0.39102020120449854,2.634709503947458
1779824381.779298,8.250876188278198,-131.7085271439122,42.77748486879209,0.2,5.97756191343646,0.5469087602218776,0.9133063792171185,-0.35139061487676543,5.926492068688307,1779824381.7640157,None,None,None, None, 1779824381.7804232,1.0618368848170159,colreg_avoid,crossing_from_port,1.0,1.3449467839011164,1.0645761388494646,0.8426245085650641,0.5073107726621205,3.737798031599097
1779824381.9800072,8.451585292816162,-132.09336489882986,42.25541961517515,0.2,5.961979012783698,0.5828666797291083,0.9015075619547306,-0.046671575187005127,5.916815195320264,1779824381.9713554,None,None,None, None, 1779824381.9246633,0.9441938907563883,colreg_avoid,overtaking,1.0,1.373394304801742,1.041512011742553,0.8348689867314617,0.1784179228875967,6.67349196449641
1779824382.1798046,8.651382684707642,-132.37842448688642,41.86765190553572,0.2,5.952030263376789,0.6200600245678914,0.888898430187091,-0.04424521847762111,5.90843965718675,1779824382.1606536,None,None,None, None, 1779824382.1279933,0.9551946793883922,colreg_avoid,overtaking,1.0,1.4007080539052648,1.0412707910449956,0.8274743785048383,0.5169798175514129,4.633644258613845
1779824382.3797367,8.851314783096313,-133.13077284495816,40.83986756171107,0.2,5.921039609447497,0.5784998258283954,0.8956223903357475,-0.059082398734332194,5.89736458103774,1779824382.348105,0.5733485169635012,0.8969092720869952,5.858740401008669, 1779824382.188847, 1779824382.3807437,1.0974596588541734,colreg_avoid,crossing_from_port,1.0,1.3909235222267278,1.0260987620495352,0.8198850886647209,0.17347478693667098,3.6026705734938838
1779824382.579734,9.05131220817566,-133.35647915196216,40.53028870202808,0.2,5.915236540560933,0.6078204793058877,0.8844649690882491,-0.04466500171265034,5.888674811603393,1779824382.5426593,None,None,None, None, 1779824382.5426593,1.005528866924041,colreg_avoid,crossing_from_port,1.0,1.3896446535840392,1.0257939600739725,0.8187244098838068,0.27615401485830504,3.5466028223226873
1779824382.779493,9.251071214675903,-133.5649573889449,40.24382809051514,0.2,5.910419218651073,0.6410536771500333,0.8716466219661356,-0.04492825669973651,5.879941333695218,1779824382.7370465,None,None,None, None, 1779824382.7395551,0.9220146451598064,colreg_avoid,crossing_from_port,1.0,1.4097708357010905,1.0296716533084929,0.8115652753958252,0.532245012877862,3.4550861858395185
1779824382.9790585,9.450636625289917,-133.8423479423588,39.86191355263046,0.2,5.901768449672548,0.6765442057340341,0.8577889338400482,-0.08459899791659457,5.864316603696371,1779824382.9217381,None,None,None, None, 1779824382.9307919,1.0989926501135228,colreg_avoid,overtaking,1.0,1.4248993547600084,1.0517661952284802,0.7995499963120154,0.6795418840327586,1.6464840258669555
1779824383.179407,9.6509850025177,-134.21542542744703,39.34687374029106,0.2,5.8878245696418015,0.7131430452959595,0.8430803257042676,-0.12058231316713601,5.840135737410286,1779824383.1222723,None,None,None, None, 1779824383.1222723,1.0768651086008525,colreg_avoid,overtaking,1.0,1.4545370938871818,1.0505350524949244,0.7933225623937933,0.6677700395303402,2.4575435007446225
1779824383.3799007,9.851478815078735,-135.16841080842332,38.02400674421719,0.2,5.847151691225429,0.6882749083333767,0.8443972472766027,-0.0799273220879456,5.82046633260795,1779824383.3683634,0.6842486557272311,0.8454957683791772,5.763728281648261, 1779824383.19007, 1779824383.3733737,1.0121164375395275,colreg_avoid,overtaking,1.0,1.481003405271795,1.0475552177026928,0.7867025321899173,0.7415307746029517,3.1557438469121526
1779824383.579644,10.051222085952759,-135.47542449487975,37.59559379084189,0.2,5.8379189616329095,0.7188005447584027,0.8300835335432621,-0.06985477742813809,5.808192318808284,1779824383.544071,None,None,None, None, 1779824383.554077,1.03146591004093,colreg_avoid,crossing_from_port,1.0,1.4519317539516994,1.0401387610476023,0.7797104245186631,0.46770297407840916,2.454311077091263
1779824383.7792277,10.250805854797363,-135.79344211164445,37.15066681951437,0.2,5.828102520380947,0.7522047513456389,0.8140769360738744,-0.08003478580766811,5.793038542373773,1779824383.7334108,None,None,None, None, 1779824383.739469,0.9358470510984847,colreg_avoid,overtaking,1.0,1.4794622736722325,1.0382840081205715,0.7734406563316616,0.6410398280664217,2.47463704927301
1779824383.9794042,10.450982332229614,-136.151376637421,36.648476120370326,0.2,5.8160715998290415,0.7871244943051181,0.7969230417008255,-0.0984529290140038,5.769806767027368,1779824383.9693792,None,None,None, None, 1779824383.9754028,0.9516293209942016,colreg_avoid,overtaking,1.0,1.4980285346170723,1.0405112028357817,0.7677334662002676,0.6629088591130761,1.8538476742169094
1779824384.179306,10.65088415145874,-136.49632794207335,36.16307364804197,0.2,5.804840631951782,0.8227014217317477,0.7788807026755675,-0.0836843335808736,5.754221998828951,1779824384.155612,None,None,None, None, 1779824384.1616151,1.0747327247746286,colreg_avoid,overtaking,1.0,1.5294185258282784,1.0290614860504397,0.7611811997084152,0.6280656665902964,3.1631912038215257
1779824384.3797317,10.851309776306152,-137.45231129132728,34.81046758308316,0.2,5.764899823178655,0.7838683521099578,0.7888464341489412,-0.06762013757545307,5.741477623034175,1779824384.344082,0.7790096429817706,0.790709745466426,5.676763598760553, 1779824384.197353, 1779824384.344082,0.955202767323156,side_lock_avoid,overtaking,1.0,1.5562181361252057,1.0294340900002057,0.7538408523223781,0.7987825363210326,1.4374208991583683
