epoch_s,elapsed_s,north_m,east_m,yaw_rad,target_index,target_north_m,target_east_m,distance_to_target_m,heading_error_rad,cmd_v_m_s,cmd_w_rad_s,right_rate_rad_s,left_rate_rad_s,obstacle_distance_m
1779563614.831859,0.05146932601928711,-4.8908656538349883e-05,1.0000000005099368,-1.530653182660607e-09,1,3.0,1.0,3.0000489086565385,1.360676904482716e-09,0.18,1.5647784401551234e-09,-72.47165637531378,72.47165679142134,5.200048908656538
1779563614.933231,0.15284132957458496,-9.942881049354042e-06,1.000000000506633,-1.5305874574575492e-09,1,3.0,1.0,3.000009942881049,1.3617103000740371e-09,0.18,1.5659668450851426e-09,-72.47165637515577,72.47165679157935,5.200009942881049
1779563615.0347862,0.2538905143737793,0.002863711199689058,1.0000000006011187,-1.5304613361219518e-09,1,3.0,1.0,2.997136288800311,1.3298970813480082e-09,0.18,1.5293816435502094e-09,-72.47165638002016,72.47165678671496,5.197136288800311
1779563615.1354067,0.35501694679260254,0.007213154404159375,1.00000000063437,-1.5296477646895064e-09,1,3.0,1.0,2.9927868455958406,1.3176815194526625e-09,0.18,1.5153337473705617e-09,-72.47165638188797,72.47165678484716,5.19278684559584
1779563615.23638,0.4559903144836426,0.010234139970425892,1.0000000006112126,-1.5274184368560591e-09,1,3.0,1.0,2.989765860029574,1.3229835005290624e-09,0.18,1.5214310256084216e-09,-72.47165638107727,72.47165678565784,5.189765860029574
1779563615.337811,0.5574212074279785,0.018600095706396803,1.0000000005051795,-1.5196450993268436e-09,1,3.0,1.0,2.9813999042936032,1.350201284111563e-09,0.18,1.5527314767282972e-09,-72.47165637691555,72.47165678981956,5.181399904293603
1779563615.4387276,0.6583378314971924,0.026583953910490676,1.0000000004736216,-1.51885639689015e-09,1,3.0,1.0,2.9734160460895094,1.3595711223501894e-09,0.18,1.5635067907027177e-09,-72.47165637548285,72.47165679125227,5.17341604608951
1779563615.5400987,0.7592027187347412,0.03257345299791731,1.0000000005034746,-1.523956317376068e-09,1,3.0,1.0,2.967426547002083,1.3542891252882328e-09,0.18,1.5574324940814675e-09,-72.4716563762905,72.47165679044464,5.167426547002083
1779563615.640637,0.8602471351623535,0.04314062285320937,1.0000000005673666,-1.53467219000975e-09,1,3.0,1.0,2.956859377146791,1.342790767466795e-09,0.18,1.5442093825868141e-09,-72.47165637804866,72.47165678868646,5.156859377146791
1779563615.7420719,0.9616820812225342,0.04824860148337801,1.0000000005669156,-1.5353756273181526e-09,1,3.0,1.0,2.951751398516622,1.343314792734418e-09,0.18,1.5448120116445807e-09,-72.47165637796851,72.47165678876658,5.151751398516622
1779563615.8429744,1.062584638595581,0.060209616191545134,1.0000000004789422,-1.5237911161900038e-09,1,3.0,1.0,2.9397903838084547,1.3608740800918895e-09,0.18,1.5650051921056729e-09,-72.47165637528363,72.4716567914515,5.139790383808455
1779563615.9443502,1.1634321212768555,0.06630833194515626,1.000000000428141,-1.5171484297890666e-09,1,3.0,1.0,2.933691668054844,1.3712089241835201e-09,0.18,1.576890262811048e-09,-72.47165637370338,72.47165679303174,5.133691668054844
1779563616.0446527,1.2642629146575928,0.08024507264949085,1.0000000004197385,-1.5190890996361114e-09,1,3.0,1.0,2.919754927350509,1.3753309602293484e-09,0.18,1.5816306042637505e-09,-72.47165637307312,72.47165679366202,5.11975492735051
1779563616.1466672,1.3652591705322266,0.08571975455122523,1.0000000004504346,-1.525540827676813e-09,1,3.0,1.0,2.914280245448775,1.3709797741512375e-09,0.18,1.576626740273923e-09,-72.47165637373843,72.4716567929967,5.114280245448775
1779563616.247359,1.4669692516326904,0.09513830841018385,1.0000000004886302,-1.5344261645874931e-09,1,3.0,1.0,2.904861691589816,1.3662151410187562e-09,0.18,1.5711474121715695e-09,-72.47165637446696,72.47165679226815,5.104861691589816
1779563616.3483455,1.567955732345581,0.10851446085669726,1.0000000004302496,-1.527548999083755e-09,1,3.0,1.0,2.8914855391433028,1.378750003055984e-09,0.18,1.5855625035143815e-09,-72.47165637255033,72.47165679418481,5.091485539143303
1779563616.4493625,1.6684343814849854,0.1164037989467394,1.0000000003643017,-1.5182302311042613e-09,1,3.0,1.0,2.8835962010532605,1.3918941554891262e-09,0.18,1.600678278812495e-09,-72.47165637054052,72.4716567961946,5.083596201053261
1779563616.5496373,1.7692475318908691,0.12669358087730667,1.000000000326582,-1.5142245464314138e-09,1,3.0,1.0,2.8733064191226934,1.4005636650438191e-09,0.18,1.6106482148003918e-09,-72.47165636921491,72.4716567975202,5.0733064191226935
1779563616.6505609,1.870171070098877,0.13383471072863662,1.0000000003476326,-1.5194639109292248e-09,1,3.0,1.0,2.8661652892713634,1.3981753532732455e-09,0.18,1.6079016562642323e-09,-72.4716563695801,72.47165679715502,5.066165289271364
1779563616.7520394,1.9711472988128662,0.14415337921182764,1.000000000398069,-1.530857463697138e-09,1,3.0,1.0,2.8558466207881725,1.3914700502937194e-09,0.18,1.6001905578377772e-09,-72.47165637060537,72.47165679612975,5.055846620788173
1779563616.8522763,2.0718865394592285,0.15445882295852273,1.0000000003928606,-1.5325254627693348e-09,1,3.0,1.0,2.8455411770414774,1.3944636556573187e-09,0.18,1.6036332040059163e-09,-72.47165637014764,72.47165679658748,5.0455411770414775
1779563616.9540823,2.172677516937256,0.16158855527201513,1.0000000003453329,-1.5260142267745132e-09,1,3.0,1.0,2.838411444727985,1.4043499696470008e-09,0.18,1.6150024650940507e-09,-72.47165636863596,72.47165679809915,5.038411444727985
1779563617.055359,2.2749691009521484,0.16792991862485981,1.0000000002939058,-1.518743598230848e-09,1,3.0,1.0,2.8320700813751403,1.4149659222084665e-09,0.18,1.6272108105397363e-09,-72.47165636701274,72.4716567997224,5.0320700813751404
1779563617.1568587,2.375962972640991,0.1806365817026876,1.0000000002500875,-1.5142201055393153e-09,1,3.0,1.0,2.8193634182973124,1.4255165936560843e-09,0.18,1.6393440827044968e-09,-72.4716563653995,72.47165680133563,5.019363418297313
1779563617.2575414,2.47715163230896,0.19256267155064466,1.0000000002982778,-1.5254777670090144e-09,1,3.0,1.0,2.8074373284493555,1.419232287247496e-09,0.18,1.6321171303346204e-09,-72.47165636636039,72.47165680037473,5.007437328449355
