epoch_s,elapsed_s,north_m,east_m,yaw_rad,target_index,target_north_m,target_east_m,distance_to_target_m,heading_error_rad,cmd_v_m_s,cmd_w_rad_s,right_rate_rad_s,left_rate_rad_s,obstacle_distance_m
1779563464.686351,0.05045771598815918,-5.138006787337461e-05,1.0000000006256309,-1.5309667096427611e-09,1,3.0,1.0,3.000051380067873,1.3224266126599105e-09,0.18,1.5207906045588968e-09,-72.47165678557266,72.47165638116245,5.200051380067873
1779563464.7877324,0.16917777061462402,0.0016799820582941163,1.0000000006090126,-1.5310599683768296e-09,1,3.0,1.0,2.998320017941706,1.3279422006462482e-09,0.18,1.5271335307431853e-09,-72.471656786416,72.4716563803191,5.198320017941706
1779563464.8886516,0.270097017288208,0.0026037749468077664,1.0000000005822773,-1.5309329588628125e-09,1,3.0,1.0,2.9973962250531923,1.3366721063334808e-09,0.18,1.5371729222835028e-09,-72.47165678775086,72.47165637898426,5.197396225053192
1779563464.99015,0.3709895610809326,0.004990387113360316,1.0000000005285556,-1.530504856864517e-09,1,3.0,1.0,2.9950096128866397,1.3540262244760015e-09,0.18,1.5571301581474017e-09,-72.4716567904044,72.47165637633073,5.19500961288664
1779563465.0911844,0.4721260070800781,0.01366853964917738,1.0000000005157428,-1.5352370714846793e-09,1,3.0,1.0,2.9863314603508226,1.3625358619151484e-09,0.18,1.5669162412024206e-09,-72.47165679170554,72.47165637502958,5.186331460350822
1779563465.194143,0.5735807418823242,0.015794023422223295,1.0000000005358327,-1.5375871915832059e-09,1,3.0,1.0,2.9842059765777766,1.3580310209704294e-09,0.18,1.5617356741159936e-09,-72.47165679101674,72.47165637571838,5.184205976577777
1779563465.295281,0.6762194633483887,0.020363654324606534,1.0000000005783622,-1.5423460515559591e-09,1,3.0,1.0,2.9796363456753934,1.3482410743392848e-09,0.18,1.5504772354901773e-09,-72.47165678951981,72.47165637721531,5.1796363456753935
1779563465.3965254,0.7774643898010254,0.02987464330534282,1.0000000005935108,-1.544902229047856e-09,1,3.0,1.0,2.9701253566946573,1.3450751623622637e-09,0.18,1.546836436716603e-09,-72.47165678903572,72.4716563776994,5.1701253566946574
1779563465.497347,0.8782691955566406,0.036028908991898256,1.0000000005451282,-1.539882244619711e-09,1,3.0,1.0,2.963971091008102,1.3559642297877872e-09,0.18,1.559358864255955e-09,-72.4716567907007,72.4716563760344,5.163971091008102
1779563465.5982745,0.9792153835296631,0.03884444806243329,1.0000000005164043,-1.536624406176251e-09,1,3.0,1.0,2.9611555519375665,1.3622316608064011e-09,0.18,1.5665664099273612e-09,-72.47165679165904,72.47165637507608,5.161155551937567
1779563465.7005997,1.0810153484344482,0.04898707274842968,1.0000000004385643,-1.5283465833046458e-09,1,3.0,1.0,2.95101292725157,1.3797318842989625e-09,0.18,1.5866916669438067e-09,-72.4716567943349,72.47165637240023,5.15101292725157
