EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),ObstacleClusters
1781618303.2633786,2.184542179107666,-200.0,200.0,0.2,6.283185305574172,-6.302450336705249e-05,1.000000000779514,-3.1750694411838232e-12,6.283185305573623,1781618303.2241254,-6.302450336705249e-05,1.000000000779514,6.283185305574258,1781618302.847077,1781618303.2186213,1.0586090450220937,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618303.2749965,2.196160078048706,-200.0,200.0,0.2,6.28318530557415,0.03015463854253607,1.0000000007310021,-3.1750694411838232e-12,6.283185305572988,1781618303.2241254,,,,,1781618303.2186213,1.0586090450220937,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618303.4771895,2.398353099822998,-200.0,200.0,0.2,6.283185305623419,0.08490869929496789,1.000000000643098,4.405334736993985e-10,6.2831853056817915,1781618303.4711075,,,,,1781618303.4142478,0.9422004314035861,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618303.6753478,2.5965113639831543,-200.0,200.0,0.2,6.2831853056721645,0.15122710948158474,1.0000000005398955,6.208113870434707e-10,6.283185305767199,1781618303.608681,,,,,1781618303.6765158,1.0174826931740777,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618303.8757133,2.796876907348633,-200.0,200.0,0.2,6.28318530550789,0.08338794852049153,1.0000000004748621,-1.3218514346467476e-09,6.283185305424861,1781618303.8676646,0.076759389971196,1.0000000004767604,6.283185305538387,1781618303.855657,1781618303.8676646,0.9056928043475986,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618304.076099,2.997262477874756,-200.0,200.0,0.2,6.283185305541344,0.14195703223301379,1.0000000003769525,5.4090055442878294e-11,6.283185305432962,1781618304.0174296,,,,,1781618304.0174296,1.0978293540572226,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618304.2753925,3.1965560913085938,-200.0,200.0,0.2,6.283185305598328,0.20940054702919447,1.0000000002664635,4.2820266788695454e-10,6.283185305525458,1781618304.2334394,,,,,1781618304.2491858,0.9865905553596948,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618304.47553,3.396693468093872,-200.0,200.0,0.2,6.283185305493114,0.27876059882692467,1.0000000001567875,-9.278145758886402e-10,6.283185305348509,1781618304.424156,,,,,1781618304.4398115,0.958854444273629,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618304.6757677,3.596931219100952,-200.0,200.0,0.2,6.2831853056212035,0.348405872161495,1.0000000000393325,8.557637414936485e-10,6.283185305539788,1781618304.647674,,,,,1781618304.6757677,1.0812981374390116,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618304.8763475,3.797511100769043,-200.0,200.0,0.2,6.2831853054990585,0.2768925581909093,1.0000000000135167,-5.403061005315949e-10,6.283185305436095,1781618304.8395896,0.2683128117413552,1.0000000000185467,6.2831853054222595,1781618304.861716,1781618304.85423,0.9249914118818696,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618305.075843,3.99700665473938,-200.0,200.0,0.2,6.283185305438466,0.3389421127252534,0.9999999999092407,-8.108434735871928e-10,6.283185305275417,1781618305.037751,,,,,1781618305.037751,1.0301232321048064,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781618305.275795,4.196958541870117,-200.0,200.0,0.2,6.283185305553077,0.4072540828823347,0.9999999997903013,7.536105478172829e-10,6.283185305417704,1781618305.2265582,,,,,1781618305.2265582,1.0014646827164395,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
