EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m)
1779913763.774315,2.1716482639312744,-126.0838768381431,126.0838774109548,0.2,6.283185305578069,-6.003839431774064e-05,1.0000000007304646,3.8976936403764214e-12,6.283185305578743,1779913763.7392519,-6.003839431774064e-05,1.0000000007304646,6.283185305577963, 1779913763.189912, 1779913763.706318,1.067449415382847,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913763.7877514,2.185084581375122,-126.08387683972798,126.08387740936992,0.2,6.283185305595379,0.01564953532976407,1.0000000007053054,3.8976936403764214e-12,6.283185305579523,1779913763.7392519,None,None,None, None, 1779913763.785248,1.0973327160247053,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913763.9881902,2.3855233192443848,-126.08387684285404,126.08387740624386,0.2,6.2831853056286056,0.04553317462627672,1.0000000006579635,5.342854509114662e-11,6.28318530559022,1779913763.939466,None,None,None, None, 1779913763.932574,0.9701473879847945,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913764.1886044,2.5859375,-126.08387683019446,126.08387741890341,0.2,6.283185305595571,0.08557002866808525,1.0000000005958671,-5.621858657191333e-10,6.283185305452411,1779913764.1845958,None,None,None, None, 1779913764.178091,0.9868709897481543,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913764.388672,2.7860052585601807,-126.08387681608187,126.08387743301597,0.2,6.283185305584518,0.0328045506334638,1.0000000004622063,-2.330711138506997e-10,6.283185305408165,1779913764.3744373,0.0280372638203928,1.0000000004592475,6.283185305532508, 1779913764.190609, 1779913764.3744373,0.9500218697475258,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913764.5882432,2.9855763912200928,-126.08387682951303,126.08387741958485,0.2,6.283185305668271,0.06783650737729821,1.0000000004063279,4.2537763516552664e-10,6.2831853054847615,1779913764.5545034,None,None,None, None, 1779913764.565167,1.0121141969293848,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913764.7883942,3.18572735786438,-126.08387681914162,126.08387742995627,0.2,6.283185305646915,0.11094228053185881,1.0000000003411815,-5.438129215221084e-10,6.283185305373661,1779913764.7588027,None,None,None, None, 1779913764.7678835,1.0867798195219311,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913764.9888988,3.3862318992614746,-126.08387682296292,126.08387742613493,0.2,6.2831853056933555,0.1581966593030186,1.0000000002687561,-1.3418875001526155e-10,6.2831853053484386,1779913764.9467685,None,None,None, None, 1779913764.960365,0.9889176028848701,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913765.187875,3.5852081775665283,-126.08387683928308,126.08387740981482,0.2,6.283185305797136,0.20726724693670334,1.0000000001958258,4.0885192630316813e-10,6.283185305425161,1779913765.134423,None,None,None, None, 1779913765.1430209,1.0987226250235251,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913765.388634,3.7859671115875244,-126.08387680834188,126.08387744075597,0.2,6.283185305667141,0.16426369678684882,1.0000000001671876,-5.567150803550477e-10,6.283185305312124,1779913765.3374672,0.1586246562442434,1.0000000001696308,6.283185305486984, 1779913765.198526, 1779913765.38361,0.9507529835604153,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913765.5886145,3.985947608947754,-126.08387681526136,126.08387743383653,0.2,6.28318530572405,0.20604415328222214,1.000000000103997,4.987237700910631e-11,6.283185305321065,1779913765.5167565,None,None,None, None, 1779913765.584577,1.0119904611712154,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913765.7891834,4.186516523361206,-126.08387681914186,126.08387742995602,0.2,6.283185305768938,0.2526731866822489,1.0000000000361269,-3.5996888475950585e-11,6.283185305311609,1779913765.7794275,None,None,None, None, 1779913765.7844257,1.011727439538368,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913765.9881337,4.385466814041138,-126.08387680835789,126.08387744074001,0.2,6.28318530574718,0.3014837141897245,0.9999999999672724,-6.69900488135258e-10,6.283185305175173,1779913765.983095,None,None,None, None, 1779913765.9065166,0.9937979851275577,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913766.1881187,4.58545184135437,-126.08387683033678,126.08387741876112,0.2,6.283185305876133,0.35118033011044214,0.9999999998960867,4.669408251090511e-10,6.283185305264015,1779913766.1733603,None,None,None, None, 1779913766.184577,1.0424811043979898,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913766.3893254,4.786658525466919,-126.08387681026456,126.08387743883331,0.2,6.283185305724407,0.3023224318686008,1.0000000000459963,-3.0531927298897857e-10,6.2831853052034585,1779913766.3716996,0.29586606463350434,1.000000000060041,6.283185305369038, 1779913766.204523, 1779913766.3797584,0.9747541784951231,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913766.5889568,4.986289978027344,-126.08387680795691,126.08387744114096,0.2,6.283185305737788,0.3434358842499396,0.9999999999861688,-3.834582917549187e-10,6.283185305131748,1779913766.5587103,None,None,None, None, 1779913766.5653358,1.0557150563103417,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913766.7887986,5.186131715774536,-126.08387682489871,126.08387742419913,0.2,6.283185305841945,0.38974192622094483,0.9999999999194049,3.916547180527154e-10,6.283185305209007,1779913766.7559729,None,None,None, None, 1779913766.7645085,1.001989316048413,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913766.9882245,5.385557651519775,-126.08387681762386,126.08387743147401,0.2,6.2831853058347304,0.4384162266483945,0.9999999998542961,-4.331365726201056e-10,6.283185305119264,1779913766.9631674,None,None,None, None, 1779913766.9547284,1.010860101427626,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913767.188969,5.586302042007446,-126.0838768207909,126.08387742830699,0.2,6.283185305875914,0.4880592428348578,0.9999999997875334,-1.857692080634535e-10,6.283185305084504,1779913767.1502802,None,None,None, None, 1779913767.1462796,1.0019975679648883,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913767.3884299,5.7857630252838135,-126.08387681135518,126.08387743774271,0.2,6.283185305780002,0.43952597843022617,0.999999999919474,4.084433699233675e-10,6.283185305161997,1779913767.3400068,0.4331136542573706,0.9999999999323015,6.283185305265716, 1779913767.204558, 1779913767.3657296,1.0298669942976986,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1779913767.5882685,5.9856016635894775,-126.08387680545296,126.08387744364492,0.2,6.28318530577605,0.4806658518952759,0.9999999998618953,-3.84726079238578e-10,6.283185305089531,1779913767.5283637,None,None,None, None, 1779913767.5852637,0.9370167174865928,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
