EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),ObstacleClusters
1781617365.4481008,2.1902015209198,-200.0,200.0,0.2,6.283185305564913,-5.445687807973901e-05,1.0000000006680887,1.1166061458216842e-11,6.283185305566843,1781617365.432012,-5.445687807973901e-05,1.0000000006680887,6.2831853055646105,1781617364.745386,1781617365.3952315,0.959692168596858,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617365.4571395,2.199240207672119,-200.0,200.0,0.2,6.2831853055649916,0.03016320616782338,1.000000000619297,1.1166061458216842e-11,6.283185305569076,1781617365.432012,,,,,1781617365.4561517,0.9156063370340185,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617365.6576605,2.399761199951172,-200.0,200.0,0.2,6.283185305575116,0.0849172669202552,1.0000000005308913,1.0126221763308242e-10,6.28318530559042,1781617365.6427934,,,,,1781617365.606108,0.9799274435594078,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617365.8586085,2.6007091999053955,-200.0,200.0,0.2,6.283185305810377,0.03497704623623163,1.0000000009080177,3.3515111712001313e-09,6.283185306209704,1781617365.827571,0.025291418716913552,1.0000000009483012,6.283185305655239,1781617365.745649,1781617365.8205495,1.0324727453517366,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617366.0574503,2.799551010131836,-200.0,200.0,0.2,6.283185305601774,0.09092022124021647,1.0000000008314198,-1.0717728178545866e-09,6.283185305989612,1781617366.0329244,,,,,1781617366.0329244,1.0542297184466962,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617366.2578888,2.9999895095825195,-200.0,200.0,0.2,6.283185305517565,0.15760874608667827,1.0000000007261978,-5.55285983112903e-10,6.283185305882764,1781617366.2253432,,,,,1781617366.2253432,1.0662682008247415,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617366.4599133,3.2020139694213867,-200.0,200.0,0.2,6.283185305862501,0.2268438898635666,1.0000000006111274,3.2533882029349877e-09,6.283185306373628,1781617366.4609053,,,,,1781617366.4223025,1.006273797376115,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617366.6580849,3.4001855850219727,-200.0,200.0,0.2,6.2831853054373425,0.29647196661620095,1.0000000005194212,-2.6390325721659975e-09,6.283185305661724,1781617366.6459808,,,,,1781617366.6384513,1.046686070734776,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617366.8574326,3.5995333194732666,-200.0,200.0,0.2,6.283185305788541,0.21793124751855794,1.000000000610171,1.0586186937967763e-09,6.283185305878118,1781617366.8503923,0.20972243158176795,1.0000000006219203,6.28318530612917,1781617366.747283,1781617366.8503923,1.0211800404255407,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617367.0580833,3.8001840114593506,-200.0,200.0,0.2,6.283185305975481,0.2794329935074809,1.0000000005246192,2.3305178008283863e-09,6.28318530629638,1781617367.0298638,,,,,1781617367.0383801,0.985514985198184,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617367.2577455,3.9998462200164795,-200.0,200.0,0.2,6.283185305674522,0.3476182688951117,1.000000000442517,-1.951741993284925e-09,6.283185305915141,1781617367.2251966,,,,,1781617367.2251966,1.0318718597101952,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617367.4579704,4.200071096420288,-200.0,200.0,0.2,6.283185305790023,0.41709413225682773,1.0000000003379512,8.715153451453591e-10,6.283185306081047,1781617367.415562,,,,,1781617367.415562,0.9334232782123132,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781617367.6576815,4.399782180786133,-200.0,200.0,0.2,6.283185305953867,0.4867551763731499,1.0000000002411529,1.7366179720423553e-09,6.283185306411564,1781617367.6058843,,,,,1781617367.5968769,1.0366784402683316,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
