EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),ObstacleClusters
1781616056.132067,2.2405295372009277,-200.0,200.0,0.2,6.283185305668948,-5.177301441629323e-05,1.0000000006300716,7.761021455128988e-13,6.2831853056690825,1781616056.1014602,-5.177301441629323e-05,1.0000000006300716,6.283185305668927,1781616056.058368,1781616056.097931,0.9861005154884117,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616056.1361613,2.244623899459839,-200.0,200.0,0.2,6.283185305668954,0.030165890031486828,1.0000000005844236,7.761021455128988e-13,6.283185305669238,1781616056.1014602,,,,,1781616056.097931,0.9861005154884117,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616056.3375106,2.4459731578826904,-200.0,200.0,0.2,6.283185305663933,0.08491995078391865,1.0000000005017105,-4.448414039869657e-11,6.283185305660091,1781616056.3070974,,,,,1781616056.3070974,1.0136234199756613,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616056.5367522,2.645214796066284,-200.0,200.0,0.2,6.283185305653996,0.1512383609705355,1.0000000004011946,-1.063971606074898e-10,6.2831853056394555,1781616056.501038,,,,,1781616056.52057,1.0859692493627682,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616056.7372746,2.8457372188568115,-200.0,200.0,0.2,6.283185305722089,0.22040968084946871,1.0000000002956675,5.398291452684878e-10,6.28318530574661,1781616056.6995354,,,,,1781616056.7387857,0.9357794911855727,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616056.936997,3.045459508895874,-200.0,200.0,0.2,6.283185305694247,0.2900288957666808,1.0000000001941978,-5.1484666193441296e-11,6.283185305736408,1781616056.897686,,,,,1781616056.880395,0.9872829235778083,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616057.1375413,3.2460038661956787,-200.0,200.0,0.2,6.283185305689239,0.14306547285949128,1.0000000003924254,9.89670029181924e-11,6.283185305759997,1781616057.136038,0.13842468803381475,1.0000000003988887,6.283185305681966,1781616057.062755,1781616057.1289973,0.9240709577533486,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616057.336989,3.445451498031616,-200.0,200.0,0.2,6.283185305715011,0.19947298192197707,1.0000000003083587,3.977389886081629e-10,6.283185305832135,1781616057.3174086,,,,,1781616057.3124156,0.9316498808068316,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616057.5370338,3.645496368408203,-200.0,200.0,0.2,6.2831853056705755,0.2663012549749494,1.0000000002104836,-2.595191714193837e-10,6.2831853057771445,1781616057.5293038,,,,,1781616057.512619,0.9475769600614494,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616057.73789,3.8463525772094727,-200.0,200.0,0.2,6.283185305680117,0.33556005410750145,1.0000000001059715,9.664816435063634e-11,6.283185305791356,1781616057.7388947,,,,,1781616057.705643,1.0631170689280616,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616057.9370077,4.045470237731934,-200.0,200.0,0.2,6.283185305686464,0.4051914024891435,1.0000000000015614,1.0034063652203917e-10,6.283185305817258,1781616057.9344893,,,,,1781616057.892708,0.9690595861347449,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616058.1377199,4.246182441711426,-200.0,200.0,0.2,6.283185305695433,0.3406083958135135,1.0000000000645775,-2.61803191209247e-10,6.283185305770246,1781616058.1140616,0.3320090027009216,1.0000000000752773,6.283185305773008,1781616058.068884,1781616058.1389325,1.092176183790774,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
