EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),ObstacleClusters
1781616811.9997292,2.176971673965454,-200.0,200.0,0.2,6.283185305845325,-5.063868132737556e-05,1.000000000590275,2.0796564549122472e-10,6.283185305881273,1781616811.9579732,-5.063868132737556e-05,1.000000000590275,6.283185305839679,1781616811.778052,1781616811.9872136,1.0313729670182128,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616812.0072372,2.1844797134399414,-200.0,200.0,0.2,6.2831853058467875,0.030167024364575745,1.0000000005499567,2.0796564549122472e-10,6.283185305922866,1781616811.9579732,,,,,1781616811.9872136,1.0313729670182128,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616812.207551,2.384793519973755,-200.0,200.0,0.2,6.283185305825073,0.08492108511700755,1.0000000004769807,-6.442715757923455e-12,6.283185305921622,1781616812.1511757,,,,,1781616812.1745024,0.9280748428635205,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616812.4073794,2.5846219062805176,-200.0,200.0,0.2,6.283185305831454,0.1512394953036244,1.0000000003871514,1.4648330732371863e-10,6.283185305956658,1781616812.3903582,,,,,1781616812.3640902,0.9972593084590015,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616812.608665,2.785907506942749,-200.0,200.0,0.2,6.283185305820613,0.22041081518255762,1.0000000002938993,1.3682938300037837e-11,6.283185305959353,1781616812.5873837,,,,,1781616812.5813298,1.0344049080346607,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616812.8080385,2.985280990600586,-200.0,200.0,0.2,6.283185305832545,0.11998512969411587,1.0000000004254521,-3.2659351868197824e-11,6.283185305953209,1781616812.7755227,0.11469813143576425,1.000000000432484,6.2831853058566,1781616812.784583,1781616812.7755227,1.0254975075262225,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616813.0082054,3.185447931289673,-200.0,200.0,0.2,6.283185305839811,0.17815564921651939,1.000000000347094,1.0903396563415599e-10,6.283185305974204,1781616812.968075,,,,,1781616812.9761634,1.0107976481448457,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616813.2086756,3.385918140411377,-200.0,200.0,0.2,6.283185305835188,0.2454900939870815,1.000000000256881,7.031468090974928e-12,6.283185305975496,1781616813.151819,,,,,1781616813.1582947,1.0982277604123385,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616813.4087608,3.586003303527832,-200.0,200.0,0.2,6.283185305830166,0.314832539217268,1.000000000163657,-1.6203494833546075e-11,6.2831853059722045,1781616813.3549638,,,,,1781616813.4062564,1.0920658635473683,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616813.607626,3.7848684787750244,-200.0,200.0,0.2,6.283185305836683,0.38447540034043814,1.0000000000696796,7.104575971568174e-11,6.283185305989056,1781616813.5921593,,,,,1781616813.6022015,1.098156230542424,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616813.8081093,3.985351800918579,-200.0,200.0,0.2,6.283185305849705,0.3153821173441763,1.0000000001586706,-3.6743882230779894e-11,6.283185305981157,1781616813.8071132,0.3065932584815618,1.000000000170233,6.283185305886179,1781616813.787564,1781616813.8071132,1.0220612261130166,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616814.0077853,4.185027837753296,-200.0,200.0,0.2,6.283185305855039,0.37755340957457534,1.00000000007599,6.446412201552957e-11,6.283185305993525,1781616813.998965,,,,,1781616813.9924505,0.9389455090430013,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616814.2079883,4.385230779647827,-200.0,200.0,0.2,6.283185305856984,0.4458930275533707,0.999999999985471,4.7983078705984195e-11,6.283185306002078,1781616814.1772108,,,,,1781616814.1253576,1.0279009684536313,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616814.40775,4.584992408752441,-200.0,200.0,0.2,6.283185305849721,0.5153921279921011,0.9999999998935513,-3.419476308973794e-11,6.283185305995062,1781616814.3823981,,,,,1781616814.4087555,1.0724159536215503,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
1781616814.60865,4.785892486572266,-200.0,200.0,0.2,6.283185305853128,0.5850563163423874,0.9999999998009073,3.58286264004812e-11,6.283185306001649,1781616814.5662663,,,,,1781616814.5824225,1.0832766963861986,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,[]
