epoch [s],elapsed [s],x [m],y [m],z [m],roll [deg],pitch [deg],yaw [deg],broadcast
1781790697.9635541,0.08482050895690918,-4.791253809943886e-05,1.0000000006001828,0.028481646863330032,0.0,0.0,359.99999990923277,False
1781790698.023028,0.14429426193237305,-5.031947118352266e-05,1.0000000005442449,0.02837317246478754,0.0,0.0,359.99999990923607,False
1781790698.0858872,0.2071535587310791,-5.2742088172522666e-05,1.0000000004931378,0.02818912725461725,0.0,0.0,359.9999999092408,False
1781790698.1697612,0.2910275459289551,-5.525190733488172e-05,1.0000000004468912,0.027891334971687817,0.0,0.0,359.999999909242,False
1781790698.2577918,0.3790581226348877,-5.382747103090833e-05,1.0000000005252399,0.027109665321066845,0.0,0.0,359.99999990926756,False
1781790698.336925,0.4581913948059082,-5.094735633357588e-05,1.00000000059367,0.027165622400892066,0.0,0.0,359.9999999092749,False
1781790698.4139307,0.5351970195770264,-4.79827189458936e-05,1.000000000658086,0.027351832679987677,0.0,0.0,359.99999990927876,False
1781790698.4760797,0.5973460674285889,-4.429415528684806e-05,1.000000000722171,0.028000501323977144,0.0,0.0,359.99999990928393,False
1781790698.535796,0.657062292098999,-4.608719179239273e-05,1.000000000665442,0.028412601500298538,0.0,0.0,359.9999999092997,False
1781790698.597286,0.7185523509979248,-4.806909843915659e-05,1.0000000006165297,0.02847648705403538,0.0,0.0,359.9999999093074,False
1781790698.6736357,0.7949020862579346,-5.1000370403603656e-05,1.000000000548618,0.028430352136114372,0.0,0.0,359.999999909314,False
1781790698.7352169,0.8564832210540771,-5.3283777813634496e-05,1.0000000004982854,0.028298796627626285,0.0,0.0,359.99999990931644,False
1781790698.8130076,0.9342739582061768,-5.602408462155815e-05,1.0000000004524567,0.02740272106748813,0.0,0.0,359.9999999093295,False
1781790698.8903525,1.0116188526153564,-5.4149380098190945e-05,1.0000000004989795,0.027206926321974714,0.0,0.0,359.99999990933946,False
1781790698.9545097,1.0757761001586914,-5.202478019792924e-05,1.000000000549071,0.02713742213244063,0.0,0.0,359.9999999093466,False
1781790699.0175674,1.13883376121521,-4.65261950548334e-05,1.000000000674167,0.027339311725703825,0.0,0.0,359.9999999093542,False
