epoch [s],elapsed [s],x [m],y [m],z [m],roll [deg],pitch [deg],yaw [deg],broadcast
1776240552.595048,0.13136649131774902,3.1308035079530443,0.9999999952201245,0.07330880831925869,0.0,0.0,359.99999990464346,True
1776240552.67239,0.2087085247039795,3.1341190518823923,0.9999999952767685,0.0733088083193646,0.0,0.0,359.99999990415813,True
1776240552.764846,0.3011646270751953,3.135357760195573,0.9999999952747745,0.07330880831942109,0.0,0.0,359.99999990396384,True
1776240552.843576,0.379894495010376,3.1363881035346695,0.9999999952731158,0.07330880831946791,0.0,0.0,359.99999991001494,True
1776240552.934909,0.47122764587402344,3.1400830288636024,0.9999999952671675,0.07330880831963449,0.0,0.0,359.9999999094696,True
1776240553.011942,0.5482604503631592,3.141105446657288,0.9999999952655216,0.07330880831968024,0.0,0.0,359.99999990931815,True
1776240553.091446,0.6277644634246826,3.1421261576163158,0.9999999952638785,0.07330880831972575,0.0,0.0,359.99999990916666,True
1776240553.163481,0.6997995376586914,3.143552296305579,0.9999999952615828,0.07330880831978909,0.0,0.0,359.99999990895463,True
1776240553.249743,0.7860615253448486,3.146394632916208,0.9999999952570077,0.07330880831991446,0.0,0.0,359.9999999085305,True
1776240553.325961,0.8622796535491943,3.1474065594242924,0.9999999952553787,0.0733088083199588,0.0,0.0,359.99999990837904,True
1776240553.401569,0.93788743019104,3.148416813923604,0.9999999952537523,0.07330880832000293,0.0,0.0,359.9999999082276,True
1776240553.480592,1.0169105529785156,3.1518392466583567,0.999999995248243,0.07330880832015134,0.0,0.0,359.9999999077126,True
1776240553.557373,1.0936915874481201,3.152842209496853,0.9999999952466285,0.07330880832019451,0.0,0.0,359.9999999075612,True
1776240553.619363,1.1556816101074219,3.1536433968821913,0.9999999952453387,0.07330880832022892,0.0,0.0,359.99999990744,True
1776240553.697335,1.2336535453796387,3.154643407021739,0.9999999952437288,0.07330880832027172,0.0,0.0,359.9999999072885,True
1776240553.776125,1.312443494796753,3.157832492668575,0.9999999952385952,0.07330880832040727,0.0,0.0,359.99999990680385,True
1776240553.837632,1.373950481414795,3.1586271718261005,0.999999995237316,0.07330880832044083,0.0,0.0,359.99999990668266,True
1776240553.900427,1.4367456436157227,3.1594208194682922,0.9999999952360386,0.07330880832047426,0.0,0.0,359.9999999065615,True
1776240553.975629,1.5119476318359375,3.161598053533791,0.9999999952325336,0.07330880832056552,0.0,0.0,359.9999999062283,True
