EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m)
1776244316.7521408,2.0010528564453125,2.502343325828628,6.347319687212385,0.2,0.0,0.2,1.0,0.0,0.0,1776244316.7767804,0.2,1.0,0.0,1776244316.704723,1776244316.706722,0.9311719708941706
1776244316.9514337,2.200345754623413,2.502343325828628,6.347319687212385,0.2,1.4316286216065066e-05,0.20001227768147978,1.000000000087965,0.00016263245084661255,4.9665652412739257e-05,1776244316.9240794,0.20001227768147978,1.000000000087965,1.4316286216065066e-05,1776244316.934688,1776244316.9356892,1.0602729002477715
1776244317.1516292,2.400541305541992,2.502343325828628,6.347319687212385,0.2,0.00014544573925778792,0.20012627662729202,1.0000000092165324,0.0007048775537731502,0.00029584367403864733,1776244317.1374469,0.20017304141691558,1.0000000172642323,0.000198691488874303,1776244317.150629,1776244317.1208827,1.053085583367675
1776244317.3520727,2.600984811782837,2.502343325828628,6.347319687212385,0.2,0.00031471862057053107,0.20027562347658764,1.0000000436057943,0.0016574227818831875,0.000642401022758363,1776244317.3351529,0.20046556042564506,1.0000001236159208,0.0005273500295928102,1776244317.352072,1776244317.338669,0.9377029503316947
1776244317.5522432,2.8011553287506104,2.502343325828628,6.347319687212385,0.2,0.0007698556582873552,0.20068467018023262,1.000000265779547,0.0013822538916985693,0.0010045321096205067,1776244317.504931,0.20068467018023262,1.000000265779547,0.0007698556582873552,1776244317.502924,1776244317.503946,1.0504694906664704
1776244317.7514122,3.000324249267578,2.502343325828628,6.347319687212385,0.2,0.0014426843089365704,0.20130344813634524,1.0000009511261065,0.001967261910071316,0.0018635540380018821,1776244317.7188678,0.20130344813634524,1.0000009511261065,0.0014426843089365704,1776244317.73233,1776244317.7188678,0.9205941810148497
1776244317.952003,3.2009150981903076,2.502343325828628,6.347319687212385,0.2,0.002272391561566778,0.20208399407900715,1.0000024022157463,0.0023250144035754762,0.0027333950865082056,1776244317.9171476,0.20208399407900715,1.0000024022157463,0.002272391561566778,1776244317.946971,1776244317.9332266,0.9101443613613964
1776244318.1524868,3.4013988971710205,2.502343325828628,6.347319687212385,0.2,0.0026133000940600226,0.20240943952830115,1.00000319730293,0.010084795636949133,0.004663454885265072,1776244318.1204393,0.20240943952830115,1.00000319730293,0.0026133000940600226,1776244318.085785,1776244318.1336064,0.9613521682513504
1776244318.3523006,3.601212739944458,2.502343325828628,6.347319687212385,0.2,0.00367320766108481,0.2034366365630881,1.0000064280170726,0.0031609495869905128,0.00434682246045094,1776244318.3335445,0.2034366365630881,1.0000064280170726,0.00367320766108481,1776244318.299959,1776244318.3335445,1.061327923699907
1776244318.552936,3.8018481731414795,2.480222079922283,6.358453772620914,0.2,0.004945113616559027,0.20469655200537137,1.0000118601794832,0.0036526475187870304,0.005512235305838585,1776244318.4888077,0.20469655200537137,1.0000118601794832,0.004945113616559027,1776244318.531716,1776244318.4878132,1.096551304012864
1776244318.7516673,4.000579357147217,2.4402695179162843,6.378555070014284,0.2,0.006265511465859852,0.20603228298063908,1.0000193503920412,0.003605814657837087,0.007206124155908228,1776244318.7496676,0.20603228298063908,1.0000193503920412,0.006265511465859852,1776244318.732585,1776244318.7037797,1.0536153353055104
1776244318.951732,4.200644016265869,2.401770284333689,6.397915828095821,0.2,0.006976346866839122,0.206762100621287,1.0000241829600416,0.0037378022808234462,0.007498790301347623,1776244318.9562519,0.206762100621287,1.0000241829600416,0.006976346866839122,1776244318.917528,1776244318.9050045,0.9897172242696655
1776244319.1524546,4.401366710662842,2.381934244373274,6.407887539620123,0.2,0.008429660776210211,0.20827590555866812,1.0000358474650686,0.004073615648448582,0.009322564851672169,1776244319.1086326,0.20827590555866812,1.0000358474650686,0.008429660776210211,1776244319.107632,1776244319.095524,0.9859979798320615
1776244319.351465,4.600377082824707,-8.466375169788256,15.15915501828666,0.2,0.01021089918458884,0.21016832581223593,1.0000534916940487,0.004778399652598389,0.011262003698205396,1776244319.3286026,0.21016832581223593,1.0000534916940487,0.01021089918458884,1776244319.340922,1776244319.3276033,1.030221149965698
1776244319.5515714,4.800483465194702,-8.488730898973749,15.180332998762012,0.2,0.011837736100388518,0.21216507471348137,1.0000755795890919,0.004742503532814601,0.012850761613714207,1776244319.5422082,0.21216507471348137,1.0000755795890919,0.011837736100388518,1776244319.493817,1776244319.5422082,1.0945447662220495
