EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m)
1776240554.4642844,2.000602960586548,5.954764944144428,3.5684246870703835,0.2,6.283185305518113,3.170814425557931,0.9999999952176976,-3.302070326825431e-11,6.283185305511508,1776240554.401403,3.170814425557931,0.9999999952176976,6.283185305518113,1776240554.430367,1776240554.401403,0.9185348071797528
1776240554.6740072,2.2103257179260254,4.158633283249813,3.728462800157774,0.2,4.84030685834469e-05,3.175273658270126,1.000000052970673,0.0003227653633569014,0.00011338409372052839,1776240554.6027288,3.175273658270126,1.000000052970673,4.84030685834469e-05,1776240554.613406,1776240554.630329,0.9155077505506892
1776240554.8643005,2.4006190299987793,1.4220761197359586,5.1333529641650575,0.2,0.00027183345314441,3.1804723132966104,1.0000008135921792,0.0005687369728076782,0.0004025348965616042,1776240554.8325388,3.1804723132966104,1.0000008135921792,0.00027183345314441,1776240554.858243,1776240554.8446722,1.07974930923028
1776240555.064175,2.6004934310913086,-2.2406889827375642,7.562321794598222,0.2,0.0004225463539926367,3.1827927227357575,1.0000016137529095,0.0008935603145109812,0.0006129729658941611,1776240555.0456488,3.1827927227357575,1.0000016137529095,0.0004225463539926367,1776240555.042647,1776240555.0282924,0.9849173509266108
1776240555.265125,2.801443576812744,-18.78989701078493,18.825554634879552,0.2,0.0007801891534944262,3.18716042800044,1.0000042063741108,0.0013154879126882815,0.0010035267531882486,1776240555.2154243,3.18716042800044,1.0000042063741108,0.0007801891534944262,1776240555.199068,1776240555.2631154,0.9281315435760837
1776240555.4638917,3.0002102851867676,-18.772266855648475,18.843177602174933,0.2,0.0012839394560515418,3.193027950075395,1.0000103286766584,0.001235383814359889,0.001551295839442936,1776240555.43184,3.193027950075395,1.0000103286766584,0.0012839394560515418,1776240555.414974,1776240555.4184844,1.0436842450588042
1776240555.6640017,3.200320243835449,-18.758280092899472,18.857155280854805,0.2,0.0014907306016169741,3.1959676249666087,1.0000144127366217,0.00724805878400349,0.0031034726891761687,1776240555.6543467,3.1959676249666087,1.0000144127366217,0.0014907306016169741,1776240555.585804,1776240555.650832,0.9599706355802314
1776240555.8644764,3.4007949829101562,-18.72903417154841,18.886372543460947,0.2,0.0019802708805984888,3.204334143114187,1.0000290165298136,0.0012089514779217855,0.0021786003588568467,1776240555.8183975,3.204334143114187,1.0000290165298136,0.0019802708805984888,1776240555.831268,1776240555.8022296,0.9469624858908595
1776240556.0660317,3.6023502349853516,-18.698141222724477,18.91722102711592,0.2,0.0023439549688148986,3.21194958783216,1.000045520156502,0.0011802781100934956,0.002614215407864911,1776240556.0473778,3.2139028418809477,1.0000501814816078,0.0024284182680682775,1776240556.062841,1776240556.0036604,1.0197867161408904
1776240556.264213,3.8005316257476807,-18.65554716327879,18.959729887098465,0.2,0.0027906252961811258,3.2231241620104933,1.000074287001901,0.001105539544328291,0.0030147739301089826,1776240556.2501283,3.2231241620104933,1.000074287001901,0.0027906252961811258,1776240556.219206,1776240556.2232292,0.9264096026955233
