epoch [s],elapsed [s],x [m],y [m],z [m],roll [deg],pitch [deg],yaw [deg],broadcast
1777117208.730901,0.1284024715423584,0.1999495306031616,1.0000000005868754,0.027795928182218876,0.0,0.0,359.99999992292646,True
1777117208.808263,0.2057645320892334,0.19994945698274105,1.000000000579981,0.02780395993614668,0.0,0.0,359.9999999229065,True
1777117208.884544,0.2820453643798828,0.19994940371102296,1.0000000005738903,0.02780987406255785,0.0,0.0,359.99999992291737,True
1777117208.949474,0.34697556495666504,0.19994934620127242,1.0000000005611958,0.027817574602744134,0.0,0.0,359.9999999229137,True
1777117209.023835,0.42133641242980957,0.19994942652034292,1.0000000005635594,0.02781039590541727,0.0,0.0,359.999999922912,True
1777117209.08711,0.48461151123046875,0.19994948341638788,1.0000000005679006,0.02780457921105669,0.0,0.0,359.9999999230576,True
1777117209.149556,0.5470573902130127,0.19994954210865354,1.0000000005735137,0.027798156323142417,0.0,0.0,359.9999999229286,True
1777117209.227629,0.6251304149627686,0.19994964244401353,1.000000000587744,0.027784926666483162,0.0,0.0,359.9999999229182,True
1777117209.304421,0.7019224166870117,0.1999496056941707,1.0000000005926604,0.027784113788830677,0.0,0.0,359.99999992291526,True
1777117209.368846,0.7663474082946777,0.19994955716852403,1.0000000005902885,0.027787954046368586,0.0,0.0,359.9999999229213,True
1777117209.445801,0.8433024883270264,0.19994948468188684,1.0000000005847096,0.027794917905112546,0.0,0.0,359.99999992320323,True
1777117209.523847,0.9213485717773438,0.19994934240342263,1.0000000005631924,0.02781630380489207,0.0,0.0,359.9999999229177,True
1777117209.585753,0.9832544326782227,0.1999493566324912,1.0000000005609786,0.02781767486555458,0.0,0.0,359.9999999229217,True
1777117209.66277,1.0602715015411377,0.19994940281877946,1.000000000561389,0.02781610264314517,0.0,0.0,359.99999992291606,True
1777117209.734618,1.1321194171905518,0.19994947032135127,1.0000000005652079,0.027811216760651684,0.0,0.0,359.99999992287877,True
1777117209.803918,1.2014193534851074,0.19994964622658118,1.0000000005873884,0.027787602864466215,0.0,0.0,359.99999992292277,True
1777117209.882596,1.280097484588623,0.19994964217844685,1.0000000005918144,0.027783312021250253,0.0,0.0,359.9999999229241,True
1777117209.959983,1.3574845790863037,0.19994960443895163,1.0000000005929457,0.027782455718583104,0.0,0.0,359.9999999229181,True
1777117210.031252,1.42875337600708,0.1999494683520867,1.0000000005851077,0.027791007551081614,0.0,0.0,359.99999992295625,True
1777117210.099472,1.4969735145568848,0.19994935047753207,1.0000000005690337,0.02780804909265294,0.0,0.0,359.9999999229252,True
1777117210.162373,1.5598745346069336,0.19994934264506134,1.0000000005643657,0.027813145917278938,0.0,0.0,359.9999999229252,True
1777117210.22469,1.6221914291381836,0.1999493574708488,1.0000000005614718,0.027816499940711312,0.0,0.0,359.9999999229246,True
1777117210.304171,1.7016725540161133,0.19994940421956767,1.000000000560946,0.027817591940880453,0.0,0.0,359.99999992292123,True
